AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
35-44,Female,Phoenix,Current,9500.36,4/13/2010,9/24/2023,2723.52,6776.84,28834.02,Auto,9.46,24,Closed,MasterCard,7207.61,2097.76
55-64,Male,Houston,Savings,7876.9,8/30/2002,8/23/2023,701.29,8578.19,23636.08,Personal,1.26,12,Closed,MasterCard,6691.97,45.09
45-54,Male,Mesa,Savings,3620.53,4/21/2016,05/04/2023,2248.72,1371.81,4974.16,Personal,1.95,60,Rejected,Visa,7654.68,3803.42
45-54,Other,Philadelphia,Current,9914.2,08/07/2018,03/01/2023,1620.06,11534.26,5567.23,Auto,8.83,24,Approved,Visa,3873.79,4815.27
55-64,Female,Nashville,Current,2104.64,06/11/2014,01/10/2023,4556.93,6661.57,27710.15,Auto,8.98,24,Rejected,Visa,9352.22,158.31
35-44,Other,San Jose,Current,4083.9,06/11/2020,1/16/2023,3441.02,7524.92,2792.44,Personal,4.35,12,Approved,AMEX,9170.27,2889.18
18-24,Male,Atlanta,Savings,8860.31,08/11/2012,3/25/2023,661.29,9521.6,36514.66,Auto,5.86,36,Closed,MasterCard,3074.32,1352.26
25-34,Female,Boston,Savings,9968.39,5/15/2006,6/21/2023,2686.86,12655.25,49695.13,Personal,2.48,24,Rejected,Visa,5629.23,2618.58
18-24,Female,Detroit,Savings,2467.22,03/06/2019,5/27/2023,680.96,3148.18,30272.94,Auto,8.96,48,Closed,MasterCard,3822.26,4715.61
45-54,Male,Colorado Springs,Current,7456.82,5/31/2009,04/10/2023,3329.5,10786.32,36448.14,Personal,5.22,24,Rejected,Visa,8116.98,3826.42
25-34,Other,Oklahoma City,Current,3126.72,6/23/2015,9/28/2023,3638.86,6765.58,22507.86,Auto,6.08,48,Rejected,AMEX,9102.64,3731.6
55-64,Male,Tucson,Savings,7688.08,04/12/2019,08/03/2023,2815.18,4872.9,33703.2,Personal,2.06,36,Closed,AMEX,5814.61,1467.03
35-44,Female,Columbus,Savings,1340.31,09/11/2013,3/26/2023,4830.12,6170.43,32937.24,Auto,6.53,60,Closed,MasterCard,3885.67,3982.37
25-34,Female,Mesa,Savings,3428.08,9/28/2015,02/08/2023,4722.23,-1294.15,41380.45,Auto,7.26,48,Rejected,MasterCard,6808.84,512.42
25-34,Female,San Francisco,Current,842.5,2/16/2005,01/05/2023,1037.52,-195.02,35855.64,Personal,3.65,48,Approved,Visa,2281.89,3537.47
35-44,Male,Nashville,Current,4969.78,1/31/2001,3/27/2023,11.64,4958.14,37703.43,Mortgage,9.07,60,Rejected,MasterCard,5579.63,2020.83
25-34,Female,Indianapolis,Savings,7044.86,06/06/2006,10/14/2023,3317.12,3727.74,28275.16,Auto,2.84,24,Closed,MasterCard,7827.75,2186.18
55-64,Female,Indianapolis,Current,3848.3,4/25/2016,7/26/2023,2383.45,6231.75,24741.23,Personal,9.08,48,Closed,MasterCard,3365.06,2449.18
25-34,Other,Oklahoma City,Current,6185.7,6/27/2009,02/07/2023,1679.95,7865.65,23477.11,Mortgage,7.33,48,Rejected,MasterCard,4527.44,3841.22
55-64,Other,Memphis,Current,5733.96,11/11/2012,9/13/2023,4585.28,1148.68,20208.54,Mortgage,8.48,60,Closed,MasterCard,6889,1557.54
25-34,Female,Louisville,Current,3016.51,06/11/2018,6/29/2023,4892.75,-1876.24,14035.36,Personal,7.29,24,Rejected,MasterCard,9637.01,1617.49
65+,Other,San Diego,Savings,4919.1,10/21/2011,1/19/2023,4653.58,9572.68,2632.24,Auto,4.86,12,Rejected,AMEX,1714.43,2601.65
18-24,Male,Las Vegas,Savings,783.29,10/13/2021,06/12/2023,2505.97,-1722.68,33883.69,Personal,3.98,48,Closed,Visa,2400.35,1338.98
25-34,Other,Chicago,Current,4653.14,01/01/2000,7/21/2023,3519.75,8172.89,45147.1,Auto,7.61,36,Rejected,AMEX,2151.57,2230.58
55-64,Other,Boston,Current,4636.08,01/07/2020,9/28/2023,866.15,5502.23,46593.64,Mortgage,3.68,60,Closed,MasterCard,2985.56,3301.72
35-44,Other,Denver,Savings,384.31,9/13/2014,3/29/2023,4754.77,-4370.46,29447.52,Auto,1.56,48,Rejected,MasterCard,1545.49,4949.28
55-64,Other,Tucson,Current,5187.35,04/09/2003,6/24/2023,1425.55,3761.8,5612.69,Personal,3.22,24,Approved,MasterCard,4259.28,1309.97
18-24,Male,Los Angeles,Current,7403.17,01/04/2003,8/31/2023,971.77,8374.94,44054.55,Personal,7.8,36,Rejected,MasterCard,3525.57,1310.76
35-44,Other,Charlotte,Savings,4577.3,9/21/2009,5/28/2023,310.19,4887.49,37639.5,Mortgage,8.14,12,Closed,Visa,2783.1,1970.59
25-34,Female,Washington,Current,6495.65,1/31/2002,9/22/2023,2756.35,9252,13319.14,Personal,3.49,36,Approved,Visa,3316.81,3295.36
55-64,Other,Jacksonville,Savings,5370.97,11/08/2020,01/05/2023,4742.83,10113.8,40373.7,Auto,3.95,48,Closed,MasterCard,6791.64,4631.24
65+,Other,Seattle,Current,7873.27,09/09/2022,5/19/2023,686.59,8559.86,24128.39,Personal,5.94,36,Approved,Visa,7200.6,4745.12
55-64,Female,Washington,Current,5193.11,12/19/2014,4/13/2023,612.94,5806.05,44492.06,Personal,3.36,12,Rejected,AMEX,9356.31,1690.09
25-34,Male,Portland,Current,3382.93,10/09/2016,12/13/2023,1370.26,2012.67,13132.94,Personal,6.46,24,Approved,Visa,2892.66,2086.37
45-54,Female,San Jose,Current,8292.93,1/26/2003,9/15/2023,3330.32,11623.25,40244.39,Auto,3.54,12,Closed,MasterCard,1909.04,2181.68
65+,Female,Tucson,Current,769.45,2/17/2007,6/29/2023,2743.59,3513.04,35883.61,Auto,2.09,12,Rejected,MasterCard,1527.5,1744.56
25-34,Female,Phoenix,Current,2965.62,8/23/2018,09/03/2023,490.07,3455.69,1707.62,Mortgage,2.39,60,Approved,MasterCard,5437.87,1577.08
45-54,Female,Detroit,Current,5955.7,10/10/2008,5/28/2023,2217.08,3738.62,28603.4,Auto,3.25,60,Approved,AMEX,6813.25,356.96
35-44,Other,San Jose,Current,8574.66,9/24/2012,1/21/2023,343.99,8918.65,36061.18,Personal,2.51,12,Rejected,MasterCard,3156.94,2725.48
35-44,Other,Portland,Savings,814.2,8/21/2021,11/03/2023,4261,-3446.8,8664.13,Personal,9.77,36,Closed,MasterCard,6991.48,3311.69
18-24,Other,Columbus,Savings,1050.92,1/23/2014,06/07/2023,544.49,1595.41,27063.05,Auto,6.93,36,Rejected,AMEX,2686.51,4957.89
18-24,Other,Las Vegas,Savings,2895.61,5/27/2014,6/25/2023,2361.78,533.83,15899.82,Auto,2.61,12,Rejected,AMEX,3001.84,3095.85
45-54,Male,Chicago,Savings,3511.26,9/26/2005,9/14/2023,2557.21,954.05,35116.39,Mortgage,4.82,36,Closed,AMEX,6978.03,3052.17
45-54,Other,Baltimore,Current,8451.03,10/13/2007,9/22/2023,2655.33,5795.7,27466.85,Auto,3.42,24,Approved,AMEX,9590.03,1851.94
65+,Other,Sacramento,Savings,9593.14,5/19/2018,4/23/2023,3049.68,12642.82,31451.44,Mortgage,7.16,36,Approved,Visa,9128.25,287.56
18-24,Male,Columbus,Savings,270.56,4/19/2006,6/17/2023,3510.9,3781.46,4554.45,Mortgage,8.81,36,Rejected,Visa,1243.2,3070.83
25-34,Female,Fort Worth,Current,252.03,9/22/2004,1/21/2023,31.75,220.28,7751.96,Auto,4.61,12,Closed,Visa,9832.4,627.7
35-44,Other,Louisville,Current,8661.62,5/27/2001,3/21/2023,164.26,8497.36,28052.37,Mortgage,4.86,36,Approved,AMEX,4280.3,3719.57
18-24,Other,Memphis,Current,1442.61,11/12/2018,8/16/2023,3061.64,-1619.03,9877.47,Mortgage,4.59,36,Approved,AMEX,5988.43,3770.77
45-54,Female,San Francisco,Current,3459.43,03/06/2002,02/06/2023,918.89,4378.32,25435.87,Personal,5.04,60,Rejected,AMEX,4107.94,525.49
55-64,Other,Omaha,Current,2824.61,7/30/2013,04/01/2023,4160.91,-1336.3,34811.44,Personal,1.32,60,Rejected,MasterCard,8419.66,1388.13
25-34,Female,Nashville,Savings,2890.5,12/25/2008,11/23/2023,3141.28,-250.78,40678.81,Personal,6.33,36,Approved,MasterCard,7051.47,4099.49
45-54,Female,El Paso,Current,3353.06,8/27/2021,06/01/2023,4902.2,8255.26,8007.33,Auto,9.57,36,Closed,MasterCard,8894.78,4810.91
25-34,Female,Oklahoma City,Current,3426.86,02/10/2016,6/27/2023,3642.74,7069.6,37352.06,Personal,8.07,12,Closed,Visa,2909.13,3652.84
45-54,Other,Austin,Current,6239.54,3/17/2008,07/01/2023,462.66,6702.2,18796.12,Mortgage,8.75,24,Rejected,MasterCard,6763.76,2006.63
35-44,Female,Fresno,Savings,6324.96,1/21/2002,4/20/2023,863.17,7188.13,34267.72,Personal,3.06,60,Closed,AMEX,5784.83,4136.06
35-44,Other,Jacksonville,Current,5276.63,8/29/2003,12/26/2023,242.28,5518.91,8118.95,Personal,6.46,48,Closed,Visa,6299.55,1464.49
45-54,Male,Jacksonville,Current,8599.56,02/04/2012,4/19/2023,3708.47,4891.09,26243.58,Auto,9.04,36,Rejected,AMEX,4288.63,4331.3
25-34,Female,Philadelphia,Savings,8472.15,5/14/2005,06/05/2023,642.85,7829.3,42040.55,Auto,1.62,48,Approved,Visa,1057.94,214.18
35-44,Other,Mesa,Savings,2250.45,9/24/2012,9/17/2023,3322.2,-1071.75,6215.14,Auto,8.9,12,Approved,MasterCard,7341.97,4964.63
25-34,Female,Las Vegas,Current,5482.03,07/02/2008,03/08/2023,2781.43,2700.6,41556.36,Auto,1.58,48,Rejected,AMEX,7429.1,552.67
65+,Other,Fort Worth,Savings,7859.99,01/02/2000,9/17/2023,3170.16,4689.83,23185.65,Personal,9.85,24,Closed,AMEX,8830.44,4575.83
18-24,Other,El Paso,Savings,8682.06,1/19/2002,9/28/2023,2548.26,11230.32,41340.31,Mortgage,1.76,24,Rejected,Visa,9662.69,4262.7
35-44,Male,Portland,Current,2626.34,03/09/2021,02/06/2023,75.01,2701.35,47961,Mortgage,4.31,12,Approved,Visa,2791.92,1466.02
45-54,Female,Atlanta,Savings,4991.59,10/19/2007,9/27/2023,1273.56,3718.03,8822.98,Personal,1.49,60,Rejected,MasterCard,1613.01,2311.76
55-64,Other,Philadelphia,Savings,5297.77,11/10/2020,05/03/2023,4426.06,871.71,34053.91,Mortgage,1.51,36,Rejected,AMEX,8064.15,1072.37
35-44,Male,New York,Current,7026.42,11/10/2009,08/12/2023,4647.05,11673.47,12519.73,Mortgage,8.8,48,Approved,Visa,8908.27,2405.34
25-34,Other,Philadelphia,Savings,3369.57,09/09/2001,7/14/2023,495.08,2874.49,7642.16,Personal,1.57,12,Rejected,Visa,2540.59,904.03
18-24,Other,Washington,Savings,3005.17,8/16/2014,3/23/2023,4763.62,-1758.45,31776.05,Auto,8.13,24,Rejected,MasterCard,1981.49,1463.07
45-54,Male,Las Vegas,Current,7085.42,12/01/2009,2/19/2023,3355.92,3729.5,6291.2,Personal,9.16,24,Approved,AMEX,8639.15,195.79
35-44,Female,Boston,Current,4053.42,02/03/2012,3/19/2023,4613.56,8666.98,23793.46,Auto,9.42,12,Closed,MasterCard,9799.74,2759.35
35-44,Male,Charlotte,Savings,139.84,01/05/2008,1/25/2023,2011.81,2151.65,32161.76,Mortgage,8.78,12,Rejected,MasterCard,4670.46,3617.72
55-64,Female,Detroit,Savings,9384.68,05/06/2014,10/22/2023,517.71,8866.97,25481.91,Auto,9.6,12,Closed,AMEX,9144.37,1011.49
35-44,Other,San Diego,Savings,1581.49,07/03/2015,1/26/2023,1519.24,3100.73,35156.39,Auto,1.47,48,Closed,AMEX,7942.51,3060.67
65+,Other,Las Vegas,Savings,1571.48,1/19/2016,03/01/2023,3451.51,5022.99,40269.19,Mortgage,9.97,24,Closed,MasterCard,3605.5,240.42
25-34,Male,Kansas City,Savings,8201.82,10/13/2001,11/04/2023,3978.16,4223.66,43740.07,Auto,1.18,12,Closed,AMEX,2412.86,417.31
45-54,Male,Philadelphia,Current,3421.48,4/16/2001,03/11/2023,260.11,3681.59,28433.74,Mortgage,2.5,36,Rejected,Visa,2754.94,2722.29
35-44,Male,Sacramento,Savings,3348.94,12/23/2021,06/03/2023,2439.89,909.05,14554.89,Mortgage,1.73,12,Approved,AMEX,5735.04,296.43
55-64,Other,New York,Savings,6261.71,4/13/2013,2/17/2023,331.19,5930.52,25973.43,Personal,7.7,12,Rejected,AMEX,4576.09,2286.04
65+,Female,Mesa,Current,684.48,08/11/2003,2/23/2023,4319.43,5003.91,19996.74,Personal,1.78,48,Closed,Visa,9627.43,320.35
35-44,Male,Fort Worth,Current,2445.92,8/14/2013,4/24/2023,2386.93,58.99,12070.35,Personal,3.63,60,Closed,Visa,4738.01,1746.38
55-64,Female,Kansas City,Savings,627.38,12/26/2012,10/04/2023,4574.96,-3947.58,26924.3,Mortgage,6.74,24,Rejected,Visa,1874.38,4403.33
55-64,Male,Austin,Savings,2985.95,04/04/2007,4/20/2023,402.11,2583.84,2110.09,Auto,5.48,12,Closed,MasterCard,2075.38,3732
45-54,Male,Fort Worth,Current,8712.31,11/18/2009,3/13/2023,1659.05,10371.36,30672.68,Auto,2.23,48,Closed,AMEX,9151.72,2067.78
18-24,Male,Colorado Springs,Savings,9102.39,11/18/2021,1/18/2023,3385.93,12488.32,41258.59,Personal,5.69,60,Rejected,Visa,5662.66,1751.44
35-44,Male,San Antonio,Current,3163.42,7/25/2000,1/15/2023,1474.99,4638.41,49972.35,Personal,4.07,60,Rejected,Visa,9508.98,1823.61
25-34,Other,Austin,Current,1957.11,5/16/2013,02/11/2023,4209.38,6166.49,46162.27,Personal,6.27,60,Approved,Visa,9551.98,658.84
45-54,Other,Mesa,Current,1439.23,11/10/2008,1/20/2023,4934.3,-3495.07,5400.98,Mortgage,5.85,12,Closed,MasterCard,9665.04,1953.25
35-44,Male,Milwaukee,Current,4004.75,05/03/2000,1/16/2023,1413.29,5418.04,8959.04,Mortgage,9.91,12,Closed,Visa,9293.56,2937.41
45-54,Other,Tucson,Savings,8281.42,6/25/2016,5/15/2023,1811.78,6469.64,7793.59,Personal,8.77,48,Rejected,AMEX,8990.91,4239.71
45-54,Other,San Jose,Current,8541.37,12/17/2011,08/09/2023,4837.05,3704.32,28359.23,Mortgage,1.03,24,Rejected,Visa,6587.25,3412.68
45-54,Other,Seattle,Savings,554.69,12/19/2000,04/05/2023,1796.72,-1242.03,3250.86,Personal,2.58,48,Closed,Visa,9565.37,3189.8
18-24,Other,Las Vegas,Current,2171.37,11/14/2005,04/03/2023,2784.37,-613,46912.64,Auto,9.22,60,Rejected,MasterCard,8159.68,335.96
18-24,Female,Dallas,Savings,2111.39,12/20/2002,3/22/2023,3848.52,5959.91,4030,Mortgage,5.86,36,Rejected,Visa,7131.21,713.68
25-34,Female,Milwaukee,Savings,8301.46,1/22/2003,3/19/2023,2197.34,10498.8,20171.28,Mortgage,7.84,24,Rejected,Visa,9047.88,472.18
55-64,Other,Jacksonville,Current,4617.29,8/19/2002,12/17/2023,1869.31,2747.98,44804.52,Mortgage,5.53,48,Closed,MasterCard,8277.78,954.37
65+,Female,Los Angeles,Savings,3747.11,1/27/2002,5/26/2023,2482.99,6230.1,47470.54,Mortgage,8.07,24,Closed,MasterCard,4432.05,3869.91
35-44,Male,Kansas City,Savings,9570.4,5/30/2021,11/16/2023,3899.8,13470.2,23799.25,Auto,2.19,36,Approved,MasterCard,3518.58,3101.83
25-34,Female,Charlotte,Savings,9261.04,11/23/2004,1/26/2023,1567.69,7693.35,24933.15,Auto,7.64,60,Approved,AMEX,2356.87,2211.73
18-24,Male,Chicago,Current,4457.06,08/12/2003,7/16/2023,1760.53,6217.59,32172.68,Mortgage,8.83,48,Approved,Visa,9555.65,57.96
45-54,Female,Milwaukee,Savings,1370.49,11/12/2001,5/24/2023,953.81,2324.3,20974.3,Auto,3.39,24,Approved,AMEX,1771.88,3340.55
18-24,Female,Philadelphia,Savings,1792.93,09/03/2016,3/18/2023,3511.07,-1718.14,16908.4,Personal,4.32,24,Closed,Visa,7934.05,2696.95
25-34,Male,Chicago,Current,1209.63,1/19/2002,11/10/2023,4498.26,5707.89,37231.92,Auto,6.32,12,Rejected,MasterCard,4477.15,414.14
35-44,Male,Austin,Current,6836.99,2/22/2022,12/18/2023,936.84,7773.83,30172.56,Personal,8.81,60,Closed,AMEX,5197.16,3503.75
25-34,Other,Charlotte,Savings,5591.4,06/04/2006,7/20/2023,182.6,5774,24601.88,Mortgage,9.17,48,Closed,MasterCard,2090.43,1349.12
55-64,Female,Louisville,Current,5610.78,12/08/2001,10/30/2023,1912.54,3698.24,5938.58,Personal,5.81,60,Closed,MasterCard,2067.68,2420.03
25-34,Male,Jacksonville,Current,1073.94,11/11/2010,11/23/2023,2056.67,-982.73,4374.22,Personal,6.92,12,Approved,MasterCard,4161.14,1593.86
18-24,Other,Kansas City,Current,7953.42,06/08/2007,05/03/2023,3232.86,11186.28,26029.95,Auto,8.86,36,Rejected,MasterCard,7418.23,1612.87
35-44,Male,San Antonio,Savings,5402.17,04/06/2019,6/27/2023,437.1,5839.27,31352.15,Mortgage,3.08,60,Rejected,AMEX,3412.34,295.14
45-54,Other,Charlotte,Current,1000.6,5/22/2021,10/29/2023,4109.28,-3108.68,33218.07,Auto,8.43,12,Closed,MasterCard,7266.59,238.78
45-54,Other,Seattle,Current,7496.59,12/28/2021,01/08/2023,2874.19,10370.78,44849.62,Auto,3.36,36,Approved,MasterCard,9969.61,3888.99
55-64,Male,Seattle,Current,9814.85,4/24/2001,01/02/2023,2734.39,7080.46,40995.02,Mortgage,6.23,60,Closed,MasterCard,4821.95,16.42
55-64,Male,Las Vegas,Savings,4467.69,3/31/2018,5/26/2023,1588.65,2879.04,7897.35,Mortgage,9.41,36,Rejected,Visa,9419.65,1438.06
25-34,Female,Los Angeles,Current,1244.98,9/28/2019,02/05/2023,1832.68,3077.66,39927.12,Auto,5.6,48,Rejected,Visa,1714.77,4756.37
25-34,Female,Omaha,Savings,1103.85,1/24/2003,3/29/2023,286.58,1390.43,34138.85,Auto,1.84,24,Closed,AMEX,3821.11,3993.9
25-34,Other,Oklahoma City,Current,356.21,8/24/2012,4/29/2023,3771.24,-3415.03,41573.42,Personal,9.06,36,Rejected,MasterCard,6390.97,2591.96
65+,Male,Fresno,Savings,7726.94,02/03/2004,02/11/2023,3027.64,10754.58,42324.38,Personal,6.26,24,Approved,MasterCard,2933.09,3710.94
35-44,Female,Detroit,Current,6970.61,5/23/2007,12/24/2023,4882.38,11852.99,17931.1,Auto,1.64,48,Rejected,AMEX,4359.03,4718.94
45-54,Other,San Antonio,Current,5883.97,7/17/2010,5/19/2023,1774.27,4109.7,13900.17,Auto,1.09,36,Closed,AMEX,5062.18,4699.36
55-64,Female,Kansas City,Savings,7679.73,10/12/2010,2/28/2023,3334.56,4345.17,28079.07,Auto,3.35,24,Rejected,Visa,7067.37,2229.14
45-54,Other,Baltimore,Savings,9993.05,08/05/2017,6/29/2023,4598.53,5394.52,15631.78,Auto,2.08,36,Closed,Visa,2961.29,1612.06
45-54,Female,Phoenix,Current,4078.29,09/02/2012,7/21/2023,3561.29,7639.58,18134.58,Auto,6.66,12,Closed,AMEX,4174.62,3740.67
35-44,Male,Austin,Current,7087.52,04/12/2022,08/09/2023,211.15,6876.37,4388.84,Mortgage,6.37,36,Approved,MasterCard,9591.9,2050.93
45-54,Other,New York,Current,3833.9,11/27/2018,2/18/2023,3164.86,6998.76,49576.82,Auto,8.57,36,Closed,MasterCard,3395.71,774.01
35-44,Other,Fresno,Savings,3585.37,8/14/2008,12/26/2023,2731.5,6316.87,16155.55,Auto,5.62,60,Closed,MasterCard,7617.56,968.8
25-34,Female,New York,Current,8524.11,8/30/2021,8/28/2023,2501.57,11025.68,39223.59,Personal,3.28,60,Rejected,MasterCard,8838.8,2715.58
18-24,Female,Denver,Current,5790.16,11/05/2015,05/08/2023,2769.69,8559.85,49664.76,Mortgage,1.45,48,Rejected,Visa,7041.8,2545.9
25-34,Female,Los Angeles,Current,1294.07,4/23/2005,11/26/2023,2308.22,3602.29,48487.17,Personal,1.09,48,Rejected,MasterCard,8097.28,2316.68
55-64,Male,Nashville,Savings,4094.81,01/10/2014,10/13/2023,3462.24,7557.05,32060.27,Auto,9.33,48,Approved,AMEX,9856.36,1850.26
18-24,Female,Oklahoma City,Current,7985.89,06/11/2011,1/28/2023,84.42,7901.47,27394.41,Auto,2.3,24,Approved,MasterCard,3986.62,1625.51
55-64,Female,El Paso,Savings,9405.98,03/02/2002,04/03/2023,950.91,10356.89,16154.55,Auto,5.49,48,Rejected,Visa,3323.49,941.17
45-54,Male,Nashville,Savings,6182.84,01/04/2013,6/28/2023,1833.27,4349.57,43213.83,Auto,8.15,48,Approved,MasterCard,5053.05,3409.23
55-64,Female,Las Vegas,Current,4002.72,5/15/2011,08/05/2023,2268.81,6271.53,17561.76,Auto,9.36,60,Rejected,MasterCard,6744.88,2515.52
45-54,Male,Houston,Savings,2594.63,6/23/2004,1/27/2023,661.13,1933.5,6229.47,Mortgage,2.82,36,Approved,Visa,1964.5,1846.73
45-54,Male,Fort Worth,Savings,4278.03,4/23/2012,05/07/2023,4102.53,8380.56,15410.82,Mortgage,3.09,48,Closed,Visa,1471.69,3886.96
18-24,Female,Washington,Current,5699.98,08/09/2002,04/08/2023,4647.66,10347.64,16439.77,Mortgage,2.62,48,Rejected,Visa,2238.45,3162.06
18-24,Male,Oklahoma City,Current,143.73,8/23/2016,11/04/2023,3758.57,3902.3,36205.78,Mortgage,2.43,36,Rejected,MasterCard,2502.57,3778.11
25-34,Female,Seattle,Current,2759.91,06/05/2001,10/27/2023,4644.8,7404.71,9307.56,Mortgage,5.09,60,Approved,AMEX,1353.48,3222.2
45-54,Male,New York,Savings,6748.01,08/09/2016,2/17/2023,3718.67,10466.68,16526.3,Personal,6.72,60,Approved,AMEX,6330.59,3125.05
45-54,Other,Baltimore,Savings,6764.97,5/28/2005,12/20/2023,2210.87,4554.1,4752.73,Personal,7.36,36,Closed,Visa,6223.48,2059.07
55-64,Female,Tucson,Savings,6564.77,7/23/2017,9/29/2023,1971.73,8536.5,42571.66,Mortgage,3.94,60,Approved,AMEX,5314.23,1405.2
45-54,Other,Las Vegas,Current,9504.43,2/25/2005,07/07/2023,840.33,10344.76,36514,Auto,6.61,60,Rejected,Visa,2176.38,1155.45
35-44,Other,Columbus,Savings,5728.6,12/14/2014,10/30/2023,441.37,5287.23,22436.86,Auto,1.02,12,Closed,AMEX,9519.27,4493.32
55-64,Other,Mesa,Current,2770.31,3/15/2017,4/20/2023,1105.9,1664.41,22070.75,Auto,8.99,24,Rejected,MasterCard,7348.88,1004.28
55-64,Other,Phoenix,Current,8134.97,12/15/2013,11/27/2023,2665.36,5469.61,9152.22,Mortgage,8.83,36,Approved,AMEX,1912.87,3364.06
25-34,Female,Austin,Savings,3954.84,7/17/2017,1/15/2023,683.39,4638.23,19839.18,Mortgage,5.9,24,Rejected,AMEX,6189.39,946.97
18-24,Male,Las Vegas,Savings,2468.98,06/10/2012,04/12/2023,4756.31,7225.29,45434.43,Auto,3.19,36,Closed,MasterCard,1357.96,4694.62
65+,Female,Milwaukee,Savings,5611.82,3/30/2020,04/04/2023,1100.33,4511.49,7794.24,Personal,9.75,12,Rejected,AMEX,4641.09,980.17
35-44,Female,San Jose,Current,2961.44,7/28/2008,07/03/2023,4169.82,-1208.38,38486.39,Personal,8.3,36,Approved,Visa,8273.56,4274.29
35-44,Male,Indianapolis,Savings,4021.98,03/02/2014,08/07/2023,4095.91,8117.89,3311.62,Personal,1.15,36,Rejected,Visa,5781.64,4675.61
18-24,Other,Las Vegas,Current,6962.26,3/19/2011,05/09/2023,714.61,7676.87,16272.3,Personal,5.23,36,Rejected,AMEX,1864.16,1034.48
25-34,Male,San Jose,Savings,9959.89,10/31/2011,06/02/2023,3556.61,13516.5,42499.94,Auto,1.92,12,Closed,Visa,8620.43,4435.27
18-24,Other,Las Vegas,Current,6482.84,2/19/2017,11/16/2023,4122.33,10605.17,22804.2,Personal,2.19,60,Approved,Visa,1670.47,547.3
45-54,Female,Detroit,Savings,2837.15,12/12/2014,04/02/2023,4422.59,7259.74,35432.01,Mortgage,1.01,48,Closed,MasterCard,5384.6,3499.94
35-44,Male,Los Angeles,Savings,995.61,4/23/2014,02/12/2023,4770.36,-3774.75,6073.55,Mortgage,7.19,24,Closed,MasterCard,5624.47,2534.42
25-34,Male,Indianapolis,Current,3683.48,06/09/2015,9/27/2023,4651.22,8334.7,34487.86,Mortgage,3.27,24,Closed,Visa,7962.71,4805.58
35-44,Other,Kansas City,Savings,291.18,04/12/2018,09/05/2023,1562.57,-1271.39,41132.01,Personal,3.74,24,Approved,AMEX,9870.84,2404.73
55-64,Male,New York,Savings,4701.07,9/18/2021,03/09/2023,1345.6,6046.67,40457.05,Mortgage,1.42,48,Rejected,MasterCard,4590,342.16
18-24,Female,Austin,Current,6633.84,9/22/2017,9/27/2023,1993.68,8627.52,22504.62,Mortgage,1.07,60,Approved,AMEX,6767.13,631.19
45-54,Male,Sacramento,Savings,5166.78,9/25/2012,7/27/2023,2330.38,7497.16,45302.92,Mortgage,8.13,12,Rejected,MasterCard,5682.76,1607.23
35-44,Male,Memphis,Savings,8666.29,08/04/2014,8/14/2023,1177.09,9843.38,29173.77,Mortgage,6.95,36,Closed,Visa,1717.43,2344.87
35-44,Female,Atlanta,Current,4991.1,10/29/2021,7/24/2023,439.56,5430.66,41075.72,Auto,4.44,36,Rejected,MasterCard,8175.51,4789.63
18-24,Other,San Francisco,Savings,4677.56,10/11/2006,5/25/2023,3286.37,1391.19,11459.51,Personal,1.63,60,Approved,AMEX,5704.6,2421.5
25-34,Male,Colorado Springs,Savings,3165.8,08/02/2008,04/02/2023,879.46,2286.34,11301.79,Personal,7.98,12,Approved,Visa,6459.75,4650.09
55-64,Other,Louisville,Current,8392.38,3/28/2018,5/18/2023,4575.35,3817.03,37963.75,Personal,9.34,36,Approved,MasterCard,4046.42,4566.73
25-34,Male,Memphis,Savings,9045.63,5/30/2006,1/17/2023,1445.55,7600.08,32685.12,Auto,5.75,12,Rejected,Visa,9233.28,843.63
35-44,Female,Chicago,Savings,9781.4,08/08/2000,01/02/2023,996.45,8784.95,34139.18,Personal,2.25,60,Rejected,AMEX,7186.92,4596.41
25-34,Other,Jacksonville,Current,9813.97,12/27/2017,09/07/2023,978.85,8835.12,12591.94,Auto,6.87,60,Approved,AMEX,4212.96,1275.91
45-54,Male,Columbus,Savings,9806.19,6/18/2006,11/17/2023,1454.45,8351.74,20581.51,Mortgage,1.64,60,Approved,AMEX,5471.24,4184.03
25-34,Other,Fort Worth,Savings,7148.39,12/22/2015,4/29/2023,3064.71,10213.1,13660.6,Auto,2.49,36,Rejected,Visa,3750.84,4876.42
18-24,Male,Baltimore,Savings,5670.26,4/15/2015,7/16/2023,4891.8,10562.06,4338.17,Personal,5.24,12,Closed,Visa,6749.59,359.88
55-64,Female,Albuquerque,Current,1806.21,12/27/2009,12/21/2023,2436.48,-630.27,10993.12,Auto,3.24,24,Approved,MasterCard,8279.12,3407.06
35-44,Female,Albuquerque,Savings,7693.93,09/08/2000,08/02/2023,3002.39,4691.54,49763.05,Auto,9.37,24,Rejected,AMEX,4085.77,2131.26
35-44,Male,Albuquerque,Savings,7375.31,9/21/2018,4/17/2023,4214.57,11589.88,12468.06,Mortgage,8.28,36,Approved,Visa,8366.36,2275.69
